itemID_i	itemID_j	weight
17731	33742	1
17731	8251	1
17731	34596	1
17731	17826	1
17731	7322	1
17731	65542	1
17731	43222	1
17731	32025	1
17731	58533	1
17731	43567	1
17731	68765	1
17731	59859	1
17731	36050	2
17731	42472	1
17731	36059	1
17731	1023	1
17731	29997	3
17731	30031	1
17731	65865	1
17731	4942	1
17731	10091	1
17731	51634	1
17731	22559	1
17731	64335	2
17731	64040	1
17731	18925	1
17731	47767	1
17731	55842	1
17731	47414	1
17731	3200	1
17731	50638	1
17731	17453	1
17731	71189	1
17731	55984	1
17731	51017	1
17731	75094	1
17731	25168	1
17731	11745	2
17731	68107	1
17731	63337	2
17731	39106	1
17731	57898	1
17731	4283	1
17731	17665	2
17731	19735	2
17731	74541	1
17731	18979	1
17731	20219	2
17731	38034	1
17731	45695	1
17731	50330	1
17731	8318	1
17731	14739	1
17731	17194	1
17731	20919	2
17731	21227	1
17731	64553	1
17731	1361	2
17731	11365	1
17731	12073	2
17731	33786	1
17731	27978	1
17731	64739	1
17731	8369	1
17731	3112	1
17731	37594	1
17731	67820	1
17731	62670	2
17731	56935	1
17731	9023	2
17731	56025	1
17731	36071	1
17731	14800	1
17731	58645	1
17731	42054	1
17731	70649	1
17731	14823	2
17731	71934	1
17731	49274	1
17731	77118	2
17731	14553	1
17731	46998	1
17731	1505	1
17731	59112	1
17731	37794	1
17731	6816	2
17731	45399	1
17731	21390	1
17731	35054	2
17731	55366	1
17731	75127	1
17731	6920	1
17731	25189	2
17731	57436	1
17731	54546	1
17731	17278	2
17731	27196	1
17731	942	1
17731	7123	1
17731	62844	1
17731	63734	1
17731	762	1
17731	11413	2
17731	22233	1
17731	5291	1
17731	18772	1
17731	8756	1
17731	20859	1
17731	76402	1
17731	20774	1
17731	61037	1
17731	12293	1
17731	31720	1
17731	52898	1
17731	46874	1
17731	34217	1
17731	58079	1
17731	39952	1
17731	14803	1
17731	7908	1
17731	23050	1
17731	46070	1
17731	65281	1
17731	30810	1
17731	67252	1
17731	48168	1
17731	47926	1
17731	77052	1
17731	42529	1
17731	9375	1
17731	63796	1
17731	51007	1
17731	29695	1
17731	22882	1
17731	46781	1
17731	43775	1
17731	19274	1
17731	44179	1
17731	15185	1
17731	6018	1
17731	33956	1
17731	37643	1
17731	54038	1
17731	56195	1
17731	21215	1
17731	71150	1
17731	11989	1
17731	75266	1
17731	72468	2
17731	70894	1
17731	30552	1
17731	71401	1
17731	59842	1
17731	20898	1
17731	33908	2
17731	44590	1
17731	58779	1
17731	72129	1
17731	25451	1
17731	59195	1
17731	75928	1
17731	71797	1
17731	59397	1
17731	53752	1
17731	28647	1
17731	18707	1
17731	11117	1
17731	7419	1
17731	8007	1
17731	54770	1
17731	28674	1
17731	6576	1
17731	45799	1
17731	31995	2
17731	65514	1
17731	27748	1
17731	69857	1
17731	5226	1
17731	55993	1
30277	29508	1
30277	75659	2
30277	14701	1
30277	40724	1
30277	7282	1
30277	13916	1
30277	56076	1
30277	25487	1
30277	38388	1
30277	8531	1
30277	61114	1
29508	75659	1
29508	32607	1
29508	74306	1
29508	7456	3
29508	45580	2
29508	37114	1
29508	32712	2
29508	76940	1
29508	57512	1
29508	4607	1
75659	10694	1
55699	62433	1
55699	72603	1
55699	78531	1
55699	64159	4
55699	43101	1
55699	1969	34
55699	14526	1
55699	33258	16
55699	69803	3
55699	78945	1
55699	40692	6
55699	69185	10
55699	65386	1
55699	43087	2
55699	51514	1
55699	12234	1
55699	40044	1
55699	64239	1
55699	24770	1
55699	63730	3
55699	38074	5
55699	78893	1
55699	20696	1
55699	72160	1
55699	10244	1
55699	50858	1
55699	6201	1
55699	10666	6
55699	17783	6
55699	20641	1
55699	24467	1
55699	25821	2
55699	47508	1
55699	62556	1
55699	12103	1
55699	37882	1
55699	58868	1
55699	71878	1
55699	23443	1
55699	27200	1
55699	1000	1
55699	8973	1
55699	51080	1
55699	5245	1
55699	50941	1
55699	23654	1
55699	74094	2
55699	3259	4
55699	38123	2
55699	61162	3
55699	58903	1
55699	70913	1
55699	31457	1
55699	28088	1
55699	42417	1
55699	797	1
55699	69745	1
55699	1008	2
55699	74398	3
55699	63302	1
55699	5231	1
55699	24996	1
55699	77764	1
55699	18805	2
55699	65048	1
55699	21639	1
55699	18942	1
55699	58019	1
55699	75799	1
55699	26238	1
55699	19373	1
55699	52087	1
55699	30134	1
55699	74608	1
55699	67474	1
55699	25765	1
55699	39733	1
55699	49196	1
55699	15514	1
55699	68365	1
55699	46192	1
55699	9771	1
55699	15634	1
55699	62190	1
55699	74895	1
55699	25641	1
55699	16582	1
55699	3837	1
55699	54968	1
55699	48871	1
55699	77902	1
55699	11918	1
55699	42556	1
55699	27150	1
55699	54699	1
55699	13869	1
55699	2290	1
55699	44746	3
55699	53695	1
55699	50640	1
55699	32539	1
55699	35696	1
55699	2845	1
55699	15403	2
55699	9865	1
55699	55478	4
55699	55190	1
55699	18776	1
55699	27887	1
55699	6131	3
55699	9883	1
55699	5911	1
55699	46801	1
55699	36228	1
55699	25606	1
55699	72530	2
55699	36331	2
55699	42531	1
55699	3260	1
55699	30790	1
55699	58912	1
55699	62143	1
55699	36495	1
55699	2794	1
55699	17653	1
55699	25086	1
55699	42710	1
55699	7846	1
55699	4591	1
55699	15737	1
55699	67099	1
55699	7054	1
55699	44479	1
55699	42058	1
55699	41029	1
55699	27957	1
55699	37861	1
55699	3113	1
55699	69961	1
55699	63066	1
55699	42374	1
55699	8815	1
55699	18545	2
55699	59360	1
55699	42836	1
55699	29377	1
55699	57496	1
55699	13822	1
55699	48439	1
55699	66237	1
55699	70349	1
55699	19206	1
55699	1884	1
55699	77434	1
55699	23190	1
55699	17139	1
55699	41497	1
55699	19177	1
55699	63505	1
55699	14346	1
55699	49974	2
55699	20619	1
55699	7294	1
55699	27399	1
55699	35207	1
55699	61894	1
55699	73646	1
55699	65356	1
55699	32503	1
55699	39838	1
55699	34071	1
55699	3281	1
55699	67202	1
55699	48408	1
55699	6220	1
55699	19324	1
55699	4690	1
55699	62681	1
55699	25364	1
55699	66756	1
55699	72861	1
55699	58719	1
55699	78643	1
55699	56315	1
55699	27228	1
55699	59552	1
55699	23197	1
62433	72603	1
62433	23340	1
62433	68187	1
62433	37738	1
62433	32984	1
62433	41316	1
62433	10404	1
62433	48763	1
62433	15381	1
62433	19780	1
62433	76022	2
62433	44533	1
62433	41811	1
62433	4800	1
62433	19369	1
62433	4822	1
62433	67039	1
62433	6890	1
62433	5024	1
62433	24317	1
62433	43829	1
62433	27989	1
62433	4272	1
62433	33187	1
62433	67157	1
62433	53297	1
62433	43818	1
62433	62494	1
62433	44066	1
62433	74871	1
62433	41029	1
62433	32132	1
62433	78771	1
62433	50539	1
62433	48157	1
62433	23319	1
62433	26319	1
62433	27493	1
62433	14189	1
62433	44681	1
62433	45599	1
72603	4917	1
72603	56238	2
11989	11117	4
11989	71150	4
11989	75266	4
11989	70894	3
11989	25189	2
11989	37104	1
11989	6224	1
11989	46874	1
11989	34217	1
11989	58079	1
11989	39952	1
11989	77118	1
11989	14803	1
11989	14713	1
11989	36050	1
11989	20919	1
11989	7908	2
11989	23050	1
11989	46070	1
11989	65281	1
11989	30810	1
11989	67252	1
11989	48168	1
11989	54257	1
11989	47926	1
11989	77052	1
11989	42529	1
11989	9375	1
11989	63796	1
11989	51007	1
11989	29695	1
11989	22882	1
11989	46781	1
11989	43775	1
11989	19274	1
11989	44179	1
11989	15185	1
11989	57917	1
11989	6018	1
11989	11745	1
11989	33956	1
11989	19735	1
11989	1361	1
11989	37643	1
11989	29997	1
11989	54038	1
11989	56195	1
11989	21215	1
11989	35054	1
11989	72468	1
11989	30552	1
11989	71401	1
11989	9023	1
11989	62670	1
11989	59842	1
11989	20898	1
11989	33908	1
11989	44590	1
11989	14823	1
11989	58779	1
11989	72129	1
11989	25451	1
11989	59195	1
11989	75928	1
11989	11413	1
11989	12073	1
11989	71797	1
11989	17665	1
11989	59397	1
11989	17278	1
11989	53752	1
11989	28647	1
11989	18707	1
11989	7419	1
11989	63337	1
11989	8007	1
11989	4645	1
11989	64335	1
11989	6816	1
11989	20219	1
11989	54770	1
11989	28674	1
11989	6576	1
11989	45799	1
11989	31995	1
11117	25189	4
11117	62984	1
11117	47678	1
11117	69928	1
11117	71077	1
11117	21357	1
11117	61266	1
11117	78864	1
11117	42271	1
11117	67122	1
11117	8414	1
11117	5291	1
11117	63399	1
11117	28585	1
11117	23319	1
11117	7309	1
11117	27399	1
11117	24187	1
11117	42836	1
11117	66292	1
11117	41390	1
11117	54739	1
11117	19070	1
11117	6320	1
11117	29139	1
11117	46846	1
11117	32899	1
11117	74398	1
11117	32458	1
11117	74947	1
11117	40829	1
11117	56503	1
11117	74871	1
11117	45023	2
11117	51060	1
11117	5245	1
11117	16335	1
11117	67154	1
11117	1142	1
11117	66215	1
11117	6248	1
11117	25904	1
11117	30734	1
11117	77471	1
11117	62411	1
11117	58765	1
11117	50691	1
11117	68576	1
11117	23435	1
11117	71319	1
11117	49572	1
11117	54454	1
11117	23694	1
11117	74250	1
11117	24126	1
11117	78304	1
11117	19324	1
11117	78771	1
11117	50330	1
11117	38641	1
11117	23622	1
11117	58421	1
11117	31263	1
11117	38561	1
11117	69886	1
11117	45079	1
11117	65959	1
11117	70903	1
11117	10259	1
11117	63507	1
11117	20324	1
11117	64525	1
11117	15446	1
11117	17727	1
11117	41266	1
11117	70894	4
11117	75266	3
11117	71150	3
11117	42342	1
11117	41650	1
11117	78683	1
11117	37104	1
11117	6224	1
11117	46874	1
11117	34217	1
11117	58079	1
11117	39952	1
11117	77118	1
11117	14803	1
11117	14713	1
11117	36050	1
11117	20919	1
11117	7908	1
11117	23050	1
11117	46070	1
11117	65281	1
11117	30810	1
11117	67252	1
11117	48168	1
11117	54257	1
11117	47926	1
11117	77052	1
11117	42529	1
11117	9375	1
11117	63796	1
11117	51007	1
11117	29695	1
11117	22882	1
11117	46781	1
11117	43775	1
11117	19274	1
11117	44179	1
11117	15185	1
11117	57917	1
11117	6018	1
11117	11745	1
11117	33956	1
11117	19735	1
11117	1361	1
11117	37643	1
11117	29997	1
11117	54038	1
11117	56195	1
11117	21215	1
11117	35054	1
11117	72468	1
11117	30552	1
11117	71401	1
11117	9023	1
11117	62670	1
11117	59842	1
11117	20898	1
11117	33908	1
11117	44590	1
11117	14823	1
11117	58779	1
11117	72129	1
11117	25451	1
11117	59195	1
11117	75928	1
11117	11413	1
11117	12073	1
11117	71797	1
11117	17665	1
11117	59397	1
11117	17278	1
11117	53752	1
11117	28647	1
11117	18707	1
11117	7419	1
11117	63337	1
11117	8007	1
11117	4645	1
11117	64335	1
11117	6816	1
11117	20219	1
11117	54770	1
11117	28674	1
11117	6576	1
11117	45799	1
11117	31995	1
3106	4283	7
3106	56921	2
3106	69886	1
3106	12976	1
3106	15606	1
3106	17267	1
3106	15693	2
3106	75983	1
3106	17174	1
3106	29456	1
3106	6436	1
3106	58903	1
3106	1713	3
3106	53523	1
3106	78061	1
3106	42554	1
3106	36059	7
3106	75394	5
3106	69736	1
3106	19070	1
3106	4800	1
3106	78487	1
3106	18967	1
3106	41390	3
3106	7047	1
3106	33456	1
3106	26850	1
3106	37611	1
3106	71787	1
3106	19379	1
3106	6092	1
3106	51554	1
3106	43468	1
3106	50109	1
3106	45913	1
3106	71701	1
3106	65959	3
3106	14713	1
3106	27133	1
3106	37104	1
3106	9816	1
3106	23720	2
3106	62943	1
3106	57917	1
3106	76643	1
3106	4645	1
3106	31786	1
3106	41935	1
3106	58968	1
3106	6320	1
3106	6224	1
3106	29711	2
3106	73040	1
3106	19642	1
3106	12765	1
3106	48840	1
3106	2124	2
3106	20518	1
3106	17727	1
3106	37788	1
3106	17794	1
3106	54986	1
3106	78292	1
3106	20698	2
3106	60813	1
3106	73049	1
3106	52938	1
3106	55863	1
3106	489	1
3106	53085	1
3106	42530	1
3106	33742	1
3106	8251	1
3106	34596	1
3106	17826	1
3106	7322	1
3106	65542	1
3106	43222	1
3106	32025	1
3106	58533	1
3106	43567	1
3106	68765	1
3106	59859	1
3106	36050	1
3106	42472	1
3106	1023	1
3106	29997	1
3106	30031	1
3106	65865	1
3106	4942	1
3106	10091	1
3106	51634	1
3106	22559	1
3106	64335	1
3106	64040	1
3106	18925	1
3106	47767	1
3106	55842	1
3106	47414	1
3106	3200	1
3106	50638	1
3106	17453	1
3106	71189	1
3106	55984	1
3106	51017	1
3106	75094	1
3106	25168	1
3106	11745	1
3106	68107	1
3106	63337	1
3106	39106	1
3106	57898	1
3106	17665	1
3106	39726	1
3106	19735	1
3106	74541	1
3106	18979	1
3106	20219	1
3106	38034	1
3106	45695	1
3106	50330	1
3106	8318	1
3106	14739	1
3106	17194	1
3106	20919	1
3106	43934	1
3106	29738	1
3106	21227	1
3106	64553	1
3106	1361	1
3106	11365	1
3106	12073	1
3106	33786	1
3106	27978	1
3106	64739	1
3106	8369	1
3106	3112	1
3106	37594	1
3106	67820	1
3106	62670	1
3106	56935	1
3106	9023	1
3106	56025	1
3106	36071	1
3106	14800	1
3106	58645	1
3106	42054	1
3106	70649	1
3106	14823	1
3106	71934	1
3106	49274	1
3106	77118	1
3106	14553	1
3106	46998	1
3106	1505	1
3106	59112	1
3106	37794	2
3106	6816	1
3106	45399	1
3106	21390	1
3106	35054	1
3106	55366	1
3106	75127	1
3106	6920	1
3106	25189	1
3106	57436	1
3106	54546	1
3106	17278	1
3106	27196	1
3106	942	1
3106	7123	1
3106	62844	1
3106	63734	1
3106	762	1
3106	11413	1
3106	22233	1
3106	5291	4
3106	20224	3
3106	5245	1
3106	27399	1
3106	27200	1
3106	51514	1
3106	1142	1
3106	21031	1
3106	24126	1
3106	26364	1
3106	45183	1
3106	32266	1
3106	4000	1
3106	58421	1
3106	13092	1
3106	18403	1
3106	23566	1
3106	60897	1
3106	43587	1
3106	25904	1
3106	36501	1
3106	24011	1
3106	74947	1
3106	10259	1
3106	33187	1
3106	41582	1
3106	16305	1
3106	74398	1
3106	45564	1
3106	46629	1
4283	42554	1
4283	21978	1
4283	6855	1
4283	5558	1
4283	77426	2
4283	59402	1
4283	20224	3
4283	8869	1
4283	46629	2
4283	48763	1
4283	36071	3
4283	38291	1
4283	1220	1
4283	15311	1
4283	17278	2
4283	47292	1
4283	46054	1
4283	41550	1
4283	48348	1
4283	40059	1
4283	27633	1
4283	66434	1
4283	24298	1
4283	7047	2
4283	36050	2
4283	37994	1
4283	30774	1
4283	19039	1
4283	18146	1
4283	39212	1
4283	52937	1
4283	33157	1
4283	589	1
4283	33786	2
4283	5291	2
4283	58903	1
4283	10259	1
4283	38542	1
4283	36059	6
4283	68089	1
4283	44533	1
4283	57111	1
4283	21357	1
4283	50235	1
4283	27762	1
4283	23630	1
4283	56076	1
4283	75394	5
4283	32266	1
4283	14189	1
4283	3200	2
4283	42531	1
4283	23340	1
4283	1142	1
4283	27041	1
4283	69073	1
4283	41390	1
4283	12976	1
4283	33456	1
4283	26850	1
4283	37611	1
4283	71787	1
4283	19379	1
4283	6092	1
4283	51554	1
4283	43468	1
4283	50109	1
4283	45913	1
4283	71701	1
4283	65959	1
4283	14713	1
4283	27133	1
4283	37104	1
4283	9816	1
4283	23720	1
4283	62943	1
4283	57917	1
4283	76643	1
4283	4645	1
4283	31786	1
4283	41935	1
4283	58968	1
4283	6320	1
4283	6224	1
4283	29711	1
4283	73040	1
4283	19642	1
4283	12765	1
4283	48840	1
4283	2124	1
4283	20518	1
4283	17727	1
4283	37788	1
4283	17794	1
4283	54986	1
4283	78292	1
4283	20698	1
4283	60813	1
4283	73049	1
4283	52938	1
4283	55863	1
4283	489	1
4283	53085	1
4283	42530	1
4283	33742	1
4283	8251	1
4283	34596	1
4283	17826	1
4283	7322	1
4283	65542	1
4283	43222	1
4283	32025	1
4283	58533	1
4283	43567	1
4283	68765	1
4283	59859	1
4283	42472	1
4283	1023	1
4283	29997	1
4283	30031	1
4283	65865	1
4283	4942	1
4283	10091	1
4283	51634	1
4283	22559	1
4283	64335	1
4283	64040	1
4283	18925	1
4283	47767	1
4283	55842	1
4283	47414	1
4283	50638	1
4283	17453	1
4283	71189	1
4283	55984	1
4283	51017	1
4283	75094	1
4283	25168	1
4283	11745	1
4283	68107	1
4283	63337	1
4283	39106	1
4283	57898	1
4283	17665	1
4283	39726	1
4283	19735	1
4283	74541	1
4283	18979	1
4283	20219	1
4283	38034	1
4283	45695	1
4283	50330	1
4283	8318	1
4283	14739	1
4283	17194	1
4283	20919	1
4283	43934	1
4283	29738	1
4283	21227	1
4283	64553	1
4283	1361	1
4283	11365	1
4283	12073	1
4283	27978	1
4283	64739	1
4283	8369	1
4283	3112	1
4283	37594	1
4283	67820	1
4283	62670	1
4283	56935	1
4283	9023	1
4283	56025	1
4283	14800	1
4283	58645	1
4283	42054	1
4283	70649	1
4283	14823	1
4283	71934	1
4283	49274	1
4283	77118	1
4283	14553	1
4283	46998	1
4283	1505	1
4283	59112	1
4283	37794	1
4283	6816	1
4283	45399	1
4283	21390	1
4283	35054	1
4283	55366	1
4283	75127	1
4283	6920	1
4283	25189	1
4283	57436	1
4283	54546	1
4283	27196	1
4283	942	1
4283	7123	1
4283	62844	1
4283	63734	1
4283	762	1
4283	11413	1
4283	22233	1
4283	15693	1
4283	23566	1
4283	60897	1
4283	30351	1
4283	56208	1
4283	74398	1
63166	44220	129
63166	39823	2
63166	38074	24
63166	59420	2
63166	2889	3
63166	18969	1
63166	6815	2
63166	27647	1
63166	3895	1
63166	77556	1
63166	62688	1
63166	28264	1
63166	33298	3
63166	4217	7
63166	54441	1
63166	283	3
63166	67781	1
63166	78837	1
63166	67721	1
63166	19452	14
63166	20767	15
63166	77481	1
63166	40692	34
63166	3259	20
63166	76801	16
63166	58019	15
63166	17783	1
63166	4727	2
63166	36856	1
63166	34905	1
63166	22212	7
63166	27035	1
63166	37009	6
63166	62732	1
63166	46786	1
63166	76459	1
63166	63320	1
63166	56300	3
63166	53497	1
63166	52634	2
63166	33258	1
63166	50495	1
63166	67523	4
63166	74608	2
63166	65904	1
63166	49410	1
63166	26408	4
63166	62156	2
63166	30718	1
63166	57509	6
63166	20876	1
63166	28966	1
63166	65212	1
63166	10158	1
63166	38123	8
63166	8648	1
63166	62962	2
63166	55478	6
63166	48446	2
63166	24352	3
63166	77228	2
63166	48323	2
63166	12162	1
63166	57687	1
63166	35116	4
63166	30790	3
63166	23645	1
63166	60854	2
63166	36339	3
63166	79014	1
63166	6942	2
63166	60991	5
63166	7140	1
63166	12457	2
63166	17866	1
63166	48969	1
63166	74720	1
63166	49921	1
63166	55144	2
63166	7930	1
63166	12139	1
63166	57109	1
63166	76694	1
63166	11447	1
63166	64336	2
63166	76014	1
63166	6252	1
63166	71766	2
63166	74212	1
63166	72344	1
63166	12508	1
63166	33061	1
63166	11248	4
63166	31602	17
63166	12734	2
63166	13245	2
63166	17860	1
63166	65851	2
63166	39067	4
63166	52087	1
63166	21051	4
63166	33106	2
63166	14313	1
63166	9028	1
63166	51220	2
63166	18341	2
63166	46734	1
63166	30421	1
63166	63645	3
63166	76621	1
63166	41278	1
63166	60600	2
63166	48440	1
63166	43101	1
63166	60855	2
63166	6637	2
63166	48455	4
63166	67808	1
63166	19578	2
63166	76034	1
63166	16283	2
63166	75100	2
63166	49036	1
63166	56502	1
63166	24547	1
63166	59819	1
63166	63730	2
63166	63186	1
63166	65369	1
63166	15084	1
63166	76920	4
63166	23148	1
63166	78747	1
63166	30134	5
63166	37618	1
63166	37843	1
63166	58541	1
63166	19118	1
63166	31436	1
63166	66827	3
63166	2312	4
63166	65404	2
63166	63485	1
63166	3967	1
63166	52897	1
63166	53590	2
63166	20452	1
63166	23713	1
63166	69262	1
63166	67700	1
63166	42918	1
63166	66925	1
63166	1169	1
63166	57553	1
63166	70179	1
63166	18524	1
63166	16505	2
63166	52234	2
63166	10821	1
63166	27317	1
63166	17771	2
63166	68302	1
63166	65961	1
63166	3722	1
63166	62360	2
63166	70139	1
63166	70314	1
63166	49994	1
63166	65449	1
63166	51404	1
63166	9865	1
63166	55190	1
63166	43451	1
63166	44024	1
63166	598	2
63166	40083	1
63166	39929	1
63166	15502	2
63166	25792	1
63166	42880	1
63166	19667	1
63166	20455	1
63166	24782	1
63166	26931	1
63166	23342	1
63166	13270	1
63166	42710	1
63166	57764	1
63166	78532	1
63166	10195	1
63166	19080	1
63166	46242	1
63166	60213	1
63166	41932	1
63166	42716	1
63166	47218	1
63166	70349	1
63166	19587	1
63166	69185	1
63166	27720	1
63166	4778	1
63166	70973	1
63166	25909	1
63166	2728	1
63166	38575	1
63166	42058	1
63166	53761	1
63166	19843	1
63166	37807	1
63166	51784	1
63166	70526	1
63166	5517	1
63166	28519	1
63166	12922	1
63166	70875	1
63166	2671	1
63166	67845	1
44220	60540	1
44220	22149	1
44220	32061	3
44220	24102	2
44220	5517	2
44220	61540	3
44220	77199	1
44220	62341	1
44220	59588	1
44220	4265	1
44220	40692	88
44220	19452	35
44220	38074	49
44220	38123	59
44220	63730	10
44220	3259	54
44220	4217	12
44220	21051	13
44220	10658	1
44220	23978	1
44220	35116	23
44220	28673	1
44220	78123	1
44220	21199	1
44220	28264	2
44220	67781	5
44220	43710	1
44220	22212	15
44220	52897	2
44220	54441	2
44220	31691	1
44220	58772	1
44220	52234	4
44220	57553	9
44220	73707	2
44220	63645	17
44220	54417	1
44220	53689	1
44220	10666	4
44220	20452	2
44220	31816	1
44220	72558	1
44220	33298	4
44220	62688	2
44220	6815	9
44220	1193	2
44220	65386	1
44220	24782	1
44220	55478	7
44220	47431	2
44220	31465	1
44220	11207	1
44220	77200	1
44220	12715	1
44220	31129	1
44220	10821	3
44220	20689	4
44220	16505	7
44220	58019	27
44220	41278	3
44220	283	5
44220	70179	3
44220	7659	1
44220	46898	1
44220	74608	11
44220	75074	2
44220	65858	1
44220	6095	1
44220	44255	1
44220	26408	5
44220	67523	7
44220	37843	3
44220	73805	2
44220	2889	1
44220	18969	1
44220	27647	1
44220	3895	1
44220	77556	1
44220	59420	1
44220	78837	5
44220	67721	1
44220	39823	3
44220	78018	3
44220	42989	1
44220	51404	4
44220	60959	1
44220	62156	14
44220	20641	4
44220	57509	5
44220	43347	4
44220	36339	14
44220	25743	1
44220	79014	4
44220	48446	1
44220	27710	1
44220	20767	16
44220	55161	1
44220	31602	15
44220	55702	1
44220	32512	1
44220	76801	17
44220	39929	2
44220	77481	4
44220	69262	2
44220	44024	2
44220	26319	1
44220	44825	1
44220	55144	2
44220	32139	1
44220	48439	2
44220	66018	1
44220	616	1
44220	420	1
44220	2312	9
44220	52634	6
44220	20785	1
44220	36856	2
44220	34905	3
44220	27035	2
44220	62962	2
44220	38541	2
44220	17632	3
44220	13085	2
44220	18341	3
44220	23702	2
44220	78822	2
44220	76621	3
44220	70441	2
44220	71187	2
44220	36092	1
44220	62516	1
44220	19587	3
44220	37009	6
44220	62732	1
44220	46786	1
44220	22918	1
44220	43622	1
44220	54876	2
44220	78380	2
44220	29653	1
44220	25388	2
44220	9607	1
44220	66459	1
44220	49994	2
44220	20876	2
44220	2519	2
44220	30134	19
44220	17783	7
44220	25606	1
44220	6473	1
44220	31889	2
44220	34748	1
44220	6942	6
44220	44991	1
44220	67035	1
44220	64671	1
44220	36498	1
44220	52087	6
44220	77	1
44220	77228	9
44220	2837	1
44220	9028	2
44220	46574	1
44220	72734	1
44220	27720	4
44220	24352	5
44220	48323	3
44220	49663	2
44220	65851	5
44220	76062	3
44220	60854	2
44220	42460	1
44220	10694	1
44220	59717	2
44220	40415	1
44220	12734	3
44220	31512	1
44220	65404	2
44220	73081	1
44220	23342	3
44220	60991	6
44220	72344	1
44220	12508	1
44220	28844	1
44220	33061	1
44220	11248	5
44220	72160	1
44220	13245	1
44220	25623	1
44220	7140	1
44220	12387	2
44220	28502	2
44220	14588	1
44220	73840	1
44220	62360	1
44220	59158	1
44220	48731	1
44220	76920	4
44220	37618	3
44220	49963	1
44220	60855	2
44220	41318	1
44220	69864	1
44220	62594	2
44220	42715	1
44220	55004	1
44220	46676	1
44220	16989	1
44220	14347	1
44220	51220	8
44220	23713	2
44220	68674	1
44220	30790	6
44220	28519	2
44220	69141	2
44220	26931	2
44220	46734	2
44220	30421	1
44220	64336	3
44220	60600	3
44220	39067	1
44220	76423	2
44220	537	1
44220	6637	2
44220	48455	2
44220	67808	1
44220	19578	2
44220	76034	1
44220	16283	3
44220	75100	2
44220	49036	1
44220	63186	1
44220	65369	1
